Domain_name,high_pcn_freq,control_freq,high_pcn_freq_normalized,control_freq_normalized,abs_difference,fold_enrichment,p_value,p_value_corrected,neg_log10_p,Pfam_accession,GO_terms
Beta_elim_lyase,0.0,0.001823985,0.0,0.004561003,-0.001823985,0.0,0.810645916,1.0,0.0,PF01212,lyase activity ; 0016829
Beta_elim_lyase,0.0,0.001823985,0.0,0.004561003,-0.001823985,0.0,0.810645916,1.0,0.0,PF01212,amino acid metabolic process ; 0006520
Beta-lactamase,0.0,0.005927953,0.0,0.014823261,-0.005927953,0.0,0.944060355,1.0,0.0,PF00144,
Beta-lactamase2,0.0,0.005775954,0.0,0.014443177,-0.005775954,0.0,0.941696774,1.0,0.0,PF13354,beta-lactamase activity ; 0008800
Beta-lactamase2,0.0,0.005775954,0.0,0.014443177,-0.005775954,0.0,0.941696774,1.0,0.0,PF13354,antibiotic catabolic process ; 0017001
Beta-lactamase2,0.0,0.005775954,0.0,0.014443177,-0.005775954,0.0,0.941696774,1.0,0.0,PF13354,beta-lactam antibiotic catabolic process ; 0030655
Beta-prop_EML_2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF23414,
Beta-prop_TEP1_C,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF25048,
Beta-sol_PIC_HAP1_IgA0_2nd,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF24078,
Bgal_small_N,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF02929,beta-galactosidase activity ; 0004565
Bgal_small_N,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF02929,carbohydrate metabolic process ; 0005975
Bgal_small_N,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF02929,beta-galactosidase complex ; 0009341
Big_13,0.0,0.000303998,0.0,0.000760167,-0.000303998,0.0,0.640377679,1.0,0.0,PF19077,
Big_2,0.0,0.003191974,0.0,0.007981756,-0.003191974,0.0,0.878021238,1.0,0.0,PF02368,
Big_3_2,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF12245,
Big_3_3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF13750,
Big_5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF13205,
Big-like,0.0,0.000607995,0.0,0.001520334,-0.000607995,0.0,0.694321863,1.0,0.0,PF22359,
Biotin_carb_C,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF02785,
Biotin_carb_N,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00289,
Biotin_lipoyl,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF00364,
Biotin_lipoyl_2,0.0,0.000303998,0.0,0.000760167,-0.000303998,0.0,0.640377679,1.0,0.0,PF13533,
Ble-like_N,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF22677,
BOF,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF04076,
Borrelia_orfA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF02414,
BPD_transp_1,0.0,0.001063991,0.0,0.002660585,-0.001063991,0.0,0.749264889,1.0,0.0,PF00528,transmembrane transport ; 0055085
BPD_transp_1,0.0,0.001063991,0.0,0.002660585,-0.001063991,0.0,0.749264889,1.0,0.0,PF00528,membrane ; 0016020
BPD_transp_1_N,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF19300,
BPD_transp_2,0.0,0.001367989,0.0,0.003420753,-0.001367989,0.0,0.777038751,1.0,0.0,PF02653,transmembrane transporter activity ; 0022857
BPD_transp_2,0.0,0.001367989,0.0,0.003420753,-0.001367989,0.0,0.777038751,1.0,0.0,PF02653,transmembrane transport ; 0055085
BPD_transp_2,0.0,0.001367989,0.0,0.003420753,-0.001367989,0.0,0.777038751,1.0,0.0,PF02653,membrane ; 0016020
bpMoxR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF20030,
BrkDBD,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF09607,
BrxL_ATPase,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF13337,
Cag12,0.0,0.001823985,0.0,0.004561003,-0.001823985,0.0,0.810645916,1.0,0.0,PF13117,
CagE_TrbE_VirB,0.0,0.004863961,0.0,0.012162676,-0.004863961,0.0,0.924977632,1.0,0.0,PF03135,ATP binding ; 0005524
CagX,0.0,0.005471956,0.0,0.01368301,-0.005471956,0.0,0.936633394,1.0,0.0,PF03524,
CaiF_GrlA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF07180,DNA-templated transcription ; 0006351
CarboxypepD_reg,0.0,0.014135887,0.0,0.035347777,-0.014135887,0.0,0.993139628,1.0,0.0,PF13620,
Cas12f1-like_TNB,0.0,0.009575923,0.0,0.023945268,-0.009575923,0.0,0.9785174,1.0,0.0,PF07282,
Cas3-like_C_2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF22590,
CAT,0.0,0.009271926,0.0,0.023185101,-0.009271926,0.0,0.976780261,1.0,0.0,PF00302,chloramphenicol O-acetyltransferase activity ; 0008811
Cation_efflux,0.0,0.000455996,0.0,0.001140251,-0.000455996,0.0,0.670073372,1.0,0.0,PF01545,monoatomic cation transmembrane transporter activity ; 0008324
Cation_efflux,0.0,0.000455996,0.0,0.001140251,-0.000455996,0.0,0.670073372,1.0,0.0,PF01545,monoatomic cation transport ; 0006812
Cation_efflux,0.0,0.000455996,0.0,0.001140251,-0.000455996,0.0,0.670073372,1.0,0.0,PF01545,transmembrane transport ; 0055085
Cation_efflux,0.0,0.000455996,0.0,0.001140251,-0.000455996,0.0,0.670073372,1.0,0.0,PF01545,membrane ; 0016020
Caudo_TAP,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF02413,
CbbQ_C,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF08406,
CbiA,0.0,0.102751178,0.0,0.256936526,-0.102751178,0.0,1.0,1.0,0.0,PF01656,
CBM_48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF02922,"hydrolase activity, hydrolyzing O-glycosyl compounds ; 0004553"
CBM_48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF02922,carbohydrate metabolic process ; 0005975
CBP_BcsQ,0.0,0.071439428,0.0,0.178639301,-0.071439428,0.0,0.999999994,1.0,0.0,PF06564,
CBS,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00571,
C-C_Bond_Lyase,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF15617,
CcdA,0.0,0.000455996,0.0,0.001140251,-0.000455996,0.0,0.670073372,1.0,0.0,PF07362,
CcdB,0.0,0.000455996,0.0,0.001140251,-0.000455996,0.0,0.670073372,1.0,0.0,PF01845,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) inhibitor activity ; 0008657"
CcdB,0.0,0.000455996,0.0,0.001140251,-0.000455996,0.0,0.670073372,1.0,0.0,PF01845,plasmid maintenance ; 0006276
CENP-B_N,0.0,0.002431981,0.0,0.006081338,-0.002431981,0.0,0.845351832,1.0,0.0,PF04218,DNA binding ; 0003677
CHAP,0.0,0.004407965,0.0,0.011022425,-0.004407965,0.0,0.914650058,1.0,0.0,PF05257,
Chlam_vir,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF05475,
Chromate_transp,0.0,0.000303998,0.0,0.000760167,-0.000303998,0.0,0.640377679,1.0,0.0,PF02417,chromate transmembrane transporter activity ; 0015109
Chromate_transp,0.0,0.000303998,0.0,0.000760167,-0.000303998,0.0,0.640377679,1.0,0.0,PF02417,chromate transport ; 0015703
CitMHS,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF03600,transmembrane transport ; 0055085
CitMHS,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF03600,membrane ; 0016020
Clp_N,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF02861,
CLP1_P,0.0,0.004559964,0.0,0.011402509,-0.004559964,0.0,0.9182618,1.0,0.0,PF16575,
ClpB_D2-small,0.0,0.001063991,0.0,0.002660585,-0.001063991,0.0,0.749264889,1.0,0.0,PF10431,
CMAS,0.0,0.001367989,0.0,0.003420753,-0.001367989,0.0,0.777038751,1.0,0.0,PF02353,
CMD,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF02627,peroxiredoxin activity ; 0051920
CN_hydrolase,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00795,
cNMP_binding,0.0,0.006383949,0.0,0.015963512,-0.006383949,0.0,0.950545358,1.0,0.0,PF00027,
CO_deh_flav_C,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF03450,
CoA_transf_3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF02515,catalytic activity ; 0003824
CobT,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF06213,cobalamin biosynthetic process ; 0009236
CobT_C,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF11775,
cobW,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF02492,
CobW_C,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF07683,
COesterase,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00135,
CoiA,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF06054,
Colicin_Ia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF11504,killing of cells of another organism ; 0031640
Colicin_Ia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF11504,defense response to Gram-negative bacterium ; 0050829
Colicin_Ia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF11504,membrane ; 0016020
Collar,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF07484,
Condensation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00668,catalytic activity ; 0003824
CopB,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF05275,copper ion binding ; 0005507
CopB,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF05275,intracellular copper ion homeostasis ; 0006878
CopB,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF05275,cell outer membrane ; 0009279
CopC,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF04234,copper ion binding ; 0005507
CopC,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF04234,response to copper ion ; 0046688
CopC,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF04234,periplasmic space ; 0042597
CopD,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF05425,membrane ; 0016020
Copine,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF07002,
CorA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF01544,metal ion transmembrane transporter activity ; 0046873
CorA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF01544,metal ion transport ; 0030001
CorA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF01544,transmembrane transport ; 0055085
CorA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF01544,membrane ; 0016020
Couple_hipA,0.0,0.002887977,0.0,0.007221589,-0.002887977,0.0,0.866098218,1.0,0.0,PF13657,
COX1,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF00115,cytochrome-c oxidase activity ; 0004129
COX1,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF00115,heme binding ; 0020037
COX1,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF00115,aerobic respiration ; 0009060
COX1,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF00115,membrane ; 0016020
CPSase_L_D2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF02786,ATP binding ; 0005524
CRCB,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF02537,membrane ; 0016020
Creatinase_N,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF01321,
Crescentin,0.0,0.001823985,0.0,0.004561003,-0.001823985,0.0,0.810645916,1.0,0.0,PF19220,
CRISPR_assoc,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF08798,
Crp,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF00325,DNA binding ; 0003677
Crp,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF00325,regulation of DNA-templated transcription ; 0006355
CSD,0.0,0.000759994,0.0,0.001900418,-0.000759994,0.0,0.715012953,1.0,0.0,PF00313,nucleic acid binding ; 0003676
Csd3_N2,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF19425,
CSS-motif,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF12792,
Cu-oxidase,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF00394,
Cu-oxidase_2,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF07731,copper ion binding ; 0005507
Cu-oxidase_2,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF07731,oxidoreductase activity ; 0016491
Cu-oxidase_3,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF07732,copper ion binding ; 0005507
Cupin_1,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF00190,
Cupin_2,0.0,0.001671987,0.0,0.00418092,-0.001671987,0.0,0.800318041,1.0,0.0,PF07883,
Cupin_3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF05899,
Cupin_6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF12852,
Cupin_7,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF12973,
Cupredoxin_1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF13473,
CusB_dom_1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00529,transmembrane transport ; 0055085
CusF_Ec,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF11604,
CusS,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF21085,
CxxCxxCC,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF03692,
Cys_Met_Meta_PP,0.0,0.001975984,0.0,0.004941087,-0.001975984,0.0,0.820238702,1.0,0.0,PF01053,pyridoxal phosphate binding ; 0030170
Cys_Met_Meta_PP,0.0,0.001975984,0.0,0.004941087,-0.001975984,0.0,0.820238702,1.0,0.0,PF01053,transsulfuration ; 0019346
CysA_C_terminal,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF17850,
Cytochrom_B562,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF07361,iron ion binding ; 0005506
Cytochrom_B562,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF07361,electron transfer activity ; 0009055
Cytochrom_B562,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF07361,heme binding ; 0020037
Cytochrom_B562,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF07361,electron transport chain ; 0022900
Cytochrom_B562,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF07361,periplasmic space ; 0042597
Cytochrom_C,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00034,electron transfer activity ; 0009055
Cytochrom_C,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00034,heme binding ; 0020037
Cytochrome_CBB3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF13442,electron transfer activity ; 0009055
Cytochrome_CBB3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF13442,heme binding ; 0020037
Dala_Dala_lig_C,0.0,0.000455996,0.0,0.001140251,-0.000455996,0.0,0.670073372,1.0,0.0,PF07478,D-alanine-D-alanine ligase activity ; 0008716
Dam,0.0,0.000303998,0.0,0.000760167,-0.000303998,0.0,0.640377679,1.0,0.0,PF05869,DNA binding ; 0003677
Dam,0.0,0.000303998,0.0,0.000760167,-0.000303998,0.0,0.640377679,1.0,0.0,PF05869,site-specific DNA-methyltransferase (adenine-specific) activity ; 0009007
Dam,0.0,0.000303998,0.0,0.000760167,-0.000303998,0.0,0.640377679,1.0,0.0,PF05869,DNA restriction-modification system ; 0009307
DAO,0.0,0.001671987,0.0,0.00418092,-0.001671987,0.0,0.800318041,1.0,0.0,PF01266,
DctM,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF06808,
DctP,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF03480,transmembrane transport ; 0055085
DctQ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF04290,
DDE_3,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF13358,
DDE_5,0.0,0.000911993,0.0,0.002280502,-0.000911993,0.0,0.733129859,1.0,0.0,PF13546,
DDE_Tnp_1,0.0,0.007599939,0.0,0.019004181,-0.007599939,0.0,0.964187667,1.0,0.0,PF01609,DNA binding ; 0003677
DDE_Tnp_1,0.0,0.007599939,0.0,0.019004181,-0.007599939,0.0,0.964187667,1.0,0.0,PF01609,transposase activity ; 0004803
DDE_Tnp_1,0.0,0.007599939,0.0,0.019004181,-0.007599939,0.0,0.964187667,1.0,0.0,PF01609,DNA transposition ; 0006313
DDE_Tnp_1_2,0.0,0.001823985,0.0,0.004561003,-0.001823985,0.0,0.810645916,1.0,0.0,PF13586,
DDE_Tnp_1_3,0.0,0.001367989,0.0,0.003420753,-0.001367989,0.0,0.777038751,1.0,0.0,PF13612,
DDE_Tnp_1_4,0.0,0.002431981,0.0,0.006081338,-0.002431981,0.0,0.845351832,1.0,0.0,PF13701,
DDE_Tnp_1_5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF13737,
DDE_Tnp_1_6,0.0,0.000455996,0.0,0.001140251,-0.000455996,0.0,0.670073372,1.0,0.0,PF13751,
DDE_Tnp_4,0.0,0.001519988,0.0,0.003800836,-0.001519988,0.0,0.789156465,1.0,0.0,PF13359,
DDE_Tnp_IS1,0.0,0.000455996,0.0,0.001140251,-0.000455996,0.0,0.670073372,1.0,0.0,PF03400,DNA binding ; 0003677
DDE_Tnp_IS1,0.0,0.000455996,0.0,0.001140251,-0.000455996,0.0,0.670073372,1.0,0.0,PF03400,transposase activity ; 0004803
DDE_Tnp_IS1,0.0,0.000455996,0.0,0.001140251,-0.000455996,0.0,0.670073372,1.0,0.0,PF03400,DNA transposition ; 0006313
DDE_Tnp_IS240,0.0,0.000455996,0.0,0.001140251,-0.000455996,0.0,0.670073372,1.0,0.0,PF13610,
DDE_Tnp_IS66,0.0,0.001519988,0.0,0.003800836,-0.001519988,0.0,0.789156465,1.0,0.0,PF03050,
DDE_Tnp_IS66_C,0.0,0.001367989,0.0,0.003420753,-0.001367989,0.0,0.777038751,1.0,0.0,PF13817,
DDE_Tnp_ISL3,0.0,0.000911993,0.0,0.002280502,-0.000911993,0.0,0.733129859,1.0,0.0,PF01610,
DDE_Tnp_Tn3,0.0,0.00121599,0.0,0.003040669,-0.00121599,0.0,0.76380934,1.0,0.0,PF01526,transposase activity ; 0004803
DDE_Tnp_Tn3,0.0,0.00121599,0.0,0.003040669,-0.00121599,0.0,0.76380934,1.0,0.0,PF01526,DNA transposition ; 0006313
DEAD,0.0,0.013983888,0.0,0.034967693,-0.013983888,0.0,0.992877597,1.0,0.0,PF00270,nucleic acid binding ; 0003676
DEAD,0.0,0.013983888,0.0,0.034967693,-0.013983888,0.0,0.992877597,1.0,0.0,PF00270,ATP binding ; 0005524
DEDD_Tnp_IS110,0.0,0.00121599,0.0,0.003040669,-0.00121599,0.0,0.76380934,1.0,0.0,PF01548,DNA binding ; 0003677
DEDD_Tnp_IS110,0.0,0.00121599,0.0,0.003040669,-0.00121599,0.0,0.76380934,1.0,0.0,PF01548,transposase activity ; 0004803
DEDD_Tnp_IS110,0.0,0.00121599,0.0,0.003040669,-0.00121599,0.0,0.76380934,1.0,0.0,PF01548,DNA transposition ; 0006313
DegT_DnrJ_EryC1,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF01041,
DeoRC,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF00455,
DHDPS,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00701,lyase activity ; 0016829
DHFR_1,0.004716981,0.000455996,0.023255814,0.001140251,0.004260985,10.34433962,0.000728073,0.049355711,1.306662588,PF00186,dihydrofolate reductase activity ; 0004146
DHFR_1,0.004716981,0.000455996,0.023255814,0.001140251,0.004260985,10.34433962,0.000728073,0.049355711,1.306662588,PF00186,tetrahydrofolate biosynthetic process ; 0046654
Dimerisation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF08100,protein dimerization activity ; 0046983
Dimerisation2-like_dom,0.0,0.002735978,0.0,0.006841505,-0.002735978,0.0,0.859596784,1.0,0.0,PF21212,
DinI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF06183,
DJ-1_PfpI,0.0,0.002887977,0.0,0.007221589,-0.002887977,0.0,0.866098218,1.0,0.0,PF01965,
DLH,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF01738,hydrolase activity ; 0016787
DNA_ligase_A_C,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF04679,DNA ligase (ATP) activity ; 0003910
DNA_ligase_A_C,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF04679,DNA repair ; 0006281
DNA_ligase_A_C,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF04679,DNA recombination ; 0006310
DNA_ligase_A_M,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF01068,DNA ligase (ATP) activity ; 0003910
DNA_ligase_A_M,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF01068,ATP binding ; 0005524
DNA_ligase_A_M,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF01068,DNA repair ; 0006281
DNA_ligase_A_M,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF01068,DNA recombination ; 0006310
DNA_meth_N,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF18284,
DNA_methylase,0.0,0.018391853,0.0,0.045990118,-0.018391853,0.0,0.997574854,1.0,0.0,PF00145,methyltransferase activity ; 0008168
DNA_pol3_alpha,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF07733,3'-5' exonuclease activity ; 0008408
DNA_pol3_alpha,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF07733,DNA replication ; 0006260
DNA_pol3_beta,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00712,DNA binding ; 0003677
DNA_pol3_beta,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00712,DNA-directed DNA polymerase activity ; 0003887
DNA_pol3_beta,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00712,3'-5' exonuclease activity ; 0008408
DNA_pol3_beta,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00712,DNA replication ; 0006260
DNA_pol3_beta,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF00712,DNA polymerase III complex ; 0009360
DNA_pol3_beta_2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF02767,DNA-directed DNA polymerase activity ; 0003887
DNA_pol3_beta_2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF02767,3'-5' exonuclease activity ; 0008408
DNA_pol3_beta_2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF02767,DNA replication ; 0006260
DNA_pol3_beta_2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF02767,DNA polymerase III complex ; 0009360
DNA_pol3_beta_3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF02768,DNA binding ; 0003677
DNA_pol3_beta_3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF02768,DNA-directed DNA polymerase activity ; 0003887
DNA_pol3_beta_3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF02768,3'-5' exonuclease activity ; 0008408
DNA_pol3_beta_3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF02768,DNA replication ; 0006260
DNA_pol3_beta_3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF02768,DNA polymerase III complex ; 0009360
DNA_pol3_delta,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF06144,DNA binding ; 0003677
DNA_pol3_delta,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF06144,DNA-directed DNA polymerase activity ; 0003887
DNA_pol3_delta,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF06144,DNA replication ; 0006260
DNA_pol3_delta,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF06144,DNA polymerase III complex ; 0009360
DNA_pol3_finger,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF17657,
DNA_pol3_theta,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF06440,DNA binding ; 0003677
DNA_pol3_theta,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF06440,DNA-directed DNA polymerase activity ; 0003887
DNA_pol3_theta,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,PF06440,DNA replication ; 0006260
DnaB,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF00772,DNA helicase activity ; 0003678
DnaB,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF00772,ATP binding ; 0005524
DnaB,0.0,0.000151999,0.0,0.000380084,-0.000151999,0.0,0.600431378,1.0,0.0,PF00772,DNA replication ; 0006260
DNAG_N,0.0,0.000607995,0.0,0.001520334,-0.000607995,0.0,0.694321863,1.0,0.0,PF08275,
